sigma_short,term_log_ratio,rho,eta
0.5556612318867098,0.09624648508449618,-0.13510382955615086,0.9638966576016115
0.2301749080752581,-0.17112685079528867,-0.6736032915175718,1.052203849236354
0.5871010940900858,-0.09353245463927934,-0.06961831376016969,0.48326127449412826
0.1652964783128411,0.34327141221498936,-0.37257418296245737,0.3454501716847788
0.16491105536450246,-0.11701559630992414,-0.5805036786547398,0.28984761052651636
0.22615886967766963,-0.45437865441330566,-0.8988449922909041,0.3078361078499467
0.18674158427700585,-0.4615666355006068,-0.7655997765892241,0.3829879236734571
0.46344079630143464,0.1459906654335147,-0.8446072105041796,1.0865423941942018
0.4061149319086875,-0.2623436820610862,-0.08999758717335182,0.33063942454544815
0.5714858377927654,0.3299411914119763,-0.4201758900044002,1.179295760347269
0.6160858929939808,-0.36627446389217144,-0.5784812672844092,0.5360646332257621
0.2426812606679866,0.3172605555547273,-0.8908156130448648,0.6942488723083582
0.16772066934823332,-0.4428457818359812,-0.7777880147551749,0.7528261631419185
0.4444412748528864,-0.3922534336058032,-0.46122201027717274,0.8778882270900803
0.2147981714177056,-0.49593351384162243,-0.7737095887327056,0.4893172383523284
0.5155032001068983,-0.007189765415929306,-0.8099385953818177,0.2524939067572829
0.18141111584943842,-0.24539441410094004,-0.7322298240162193,0.9888543564113585
0.419082333735331,0.30151855287513507,-0.14007761166601906,0.8134458416568452
0.4872985671387031,-0.45573363136298806,-0.6725216915710068,1.003271149477705
0.35282498496973275,0.2057445314439098,-0.8373376768108676,1.1570821802926066
0.3405801610459776,-0.11238657135644542,-0.5658323628545356,0.9883597808499078
0.5461425840142375,0.16734239929398242,-0.1813041924299772,0.668325899128483
0.5482743637162946,0.26757704378758596,-0.13930689339463564,0.37069049756662864
0.5075958930797738,0.08114061059453948,-0.6944826895326297,0.976595293545553
0.46155353356955064,0.07217480687001421,-0.23099148600874975,0.6433139708650146
0.3668663204514358,-0.5253567661379535,-0.40954885904214744,0.7878315279798614
0.5695284447298096,-0.14662722014067753,-0.6992412597999911,0.6865528170479154
0.4034942443709597,-0.05521235530039448,-0.4328864893451176,1.1435443059971586
0.5397245453656394,0.19145152681732147,-0.4856245363205401,0.5694936305197811
0.24897860629522567,-0.3712630418645494,-0.40518643860732656,0.40113255717312446
0.39807679523111184,0.10161296955198029,-0.12336754626883184,0.43746184060310195
0.4393583330240918,0.019878464468966905,-0.7399314677780632,0.8618159547082055
0.3073953650182586,0.05287134301615559,-0.5425838667812023,0.336341724955089
0.3753878968951805,-0.3473727189308495,-0.6556495127867203,0.6599507564997126
0.43763433292995135,-0.22301076963493954,-0.48720939336206914,0.6739794076090594
0.5543662359095333,-0.24631298211722719,-0.8489196958090485,0.5745972501501607
0.439535086916222,-0.19053732845973342,-0.7884321798074521,0.5266682334853344
0.4391534824401584,-0.02281579273316592,-0.12239730577178576,0.9822752628746636
0.3227652639623042,0.18015364671449074,-0.41255391278884623,1.1215358371177941
0.31184586404863335,0.29711326544708494,-0.1454962641657651,0.9965194498319299
0.17975027021329804,-0.21692958300086018,-0.3434856950155649,0.8169244496167805
0.3357296050041413,-0.30535161356158985,-0.08632415947484062,0.2598724706328891
0.6017447092809048,-0.37656078319791797,-0.06655634395919341,0.6768567076455865
0.31911481110039563,0.02151879126745526,-0.8230210024171575,0.6985383415385285
0.5596146949243601,-0.22429049004388762,-0.5008503783051751,0.6259729722662764
0.5444613190268697,0.3237692070959982,-0.5381272995501278,0.2881154420142603
0.3677154383632001,0.33422794708843273,-0.5826180034026005,0.9146102061119696
0.20984317863781535,-0.005246103485812004,-0.5356284282977032,0.4544745105099678
0.21653975367443967,-0.21340899986561118,-0.22458252058243433,0.6760251965151995
0.3201947202548096,-0.23684184563702454,-0.8372039991907352,0.9328572361376155
0.5594536635467273,0.3088075652753335,-0.5701606933984431,0.3742329882798775
0.22091576499465754,-0.06846803907719118,-0.5812672279072146,0.6234159048118919
0.4390311328589739,-0.2198156605891013,-0.8841649752430324,0.7227178174474815
0.2728059539876712,-0.3260229093193194,-0.8136391934947184,1.1045196804754003
0.3579041174478872,0.12701002965404984,-0.2940849316170844,0.9785541919823695
0.24121963349310874,0.22894081608775962,-0.31837300756217735,1.1719466195209916
0.2452816125247031,0.2886712814589787,-0.6084874600260956,1.1678209450482147
0.17564758579290513,-0.5412737992054686,-0.8194087557983933,0.30607237371055984
0.30635756845701534,-0.2984399097339893,-0.4230736622012919,1.0032819424030786
0.5718695830160258,-0.5054990790153596,-0.33114116494829693,1.1304590743423857
0.41587124918395835,0.043905636575759854,-0.5947254284174557,0.6269709017167757
0.5350899591430819,0.2359981171812816,-0.6991089519860003,0.9492801032655716
0.5721674468103635,-0.0676440528297314,-0.6170960949935371,1.0375292781276793
0.21081585804169023,-0.143191392381748,-0.059384840542445194,0.8931531701089999
0.21450060959198672,-0.4874934465793759,-0.427569397904043,0.8998111795160089
0.5721818667374018,-0.3018929654394603,-0.4131507567937291,0.8202571783017509
0.5404113459925721,-0.14141668217651715,-0.2593863871828963,0.8381969513976231
0.30690151826173784,-0.016648850846516572,-0.4711625208178668,0.31243305361121787
0.4694001296492044,-0.4704685858185318,-0.5519079611735627,0.6714360707690997
0.4261237263762424,-0.24416031984843184,-0.7446114702614541,1.0196270332161441
0.548251928074321,0.0899318801035911,-0.08893233471573658,1.1371831310573035
0.5821719501470428,0.1663567836961437,-0.4817926256371556,1.1097776862062685
0.31584031751619396,0.10450145928923438,-0.7242754225885522,0.5782759979573853
0.3702136517391995,0.267099989605724,-0.7983591632586353,1.0138600084162095
0.24805885905649883,-0.526773043183742,-0.7158834894172523,0.4475904874247866
0.6188654223201863,0.043466002886582755,-0.2942381099837531,1.106729226302796
0.3910990736328531,0.24394381249886976,-0.4573941584656603,0.40725375004581116
0.196080879192138,-0.4334082415607662,-0.8754483878894063,0.694756587178579
0.21784322535804995,0.20202119110929662,-0.10744396512970356,0.5491503061647864
0.6050308842440789,-0.297370268252097,-0.30767600724124067,0.6338025530427733
0.6101209034255392,-0.13421786277417286,-0.5122374862266085,1.0089644141595746
0.16688851818693337,0.07055761600956267,-0.6786656116922951,0.8878139834420701
0.30875821991578206,-0.3253858719262058,-0.6644037853963638,0.7436495875377562
0.6036565169793306,-0.3840324769841794,-0.4807950989403689,0.34575582771452956
0.16420511707703825,-0.32051106318013645,-0.6189057115588161,0.7979773093764877
0.5966416391531942,-0.26575385414683006,-0.6961206772270684,0.69971364924503
0.6187785539752748,-0.34262331143991503,-0.870953452267568,0.26944857500036423
0.19217828619492114,-0.313399506218316,-0.7853193821014346,0.282856351735762
0.185570164453656,-0.04062470496569537,-0.7031301627466795,0.7411256882321262
0.3977557352564842,-0.25415194233588456,-0.8555621972635987,0.8922801833578287
0.1976099322751119,0.05650485475040823,-0.5234681596998907,1.0801667707914306
0.5291325388869915,-0.09840958994371046,-0.11280415621369178,0.7856897109228298
0.47817222380406643,0.32570685929975063,-0.8307046789169732,0.391275133079661
0.2825780654902913,-0.17629022003826955,-0.26140239190239234,1.0443567507258575
0.4392608638945291,-0.4301632212505887,-0.6947916730065633,0.33955250691818845
0.2859846326681948,-0.06574653792566687,-0.6910099550008537,0.7521718403997634
0.5027379378592466,0.024023078315701496,-0.6215094203055723,0.34304851139634096
0.36889395016924276,-0.5222514873088708,-0.09148741663024806,0.6822187051785913
0.6040731752120708,0.3127487720607327,-0.33078645953191876,0.7079169712801305
0.2189166211495907,-0.10496896722191734,-0.33498842745790713,0.3983187042112202
0.4826747774543667,0.18310780453908915,-0.7571518094584648,0.8655821740963556
0.5087096196862334,0.28551803954371713,-0.5499335998702515,1.0581838941196282
0.4531264348068542,-0.2753562121127027,-0.7671745649523154,1.0630997811423528
0.3710165063861492,-0.21836653279131646,-0.44875821067934407,0.5625991880849504
0.41254694510924383,-0.4312781342429291,-0.8718769316477286,1.0966596915429794
0.3932446609171617,-0.49248788525065007,-0.5139181845166365,0.4203134071376391
0.3093467065748689,0.18096506307052962,-0.21660665458296957,0.7445488555184745
0.5091258485129837,-0.0926000992350256,-0.5835399178964202,0.6107959563823542
0.4197861753762403,-0.12547239439813807,-0.2615720285858357,0.41375554433369904
0.5200268192896127,0.10320827905595975,-0.7397520480032564,0.4760568599664723
0.27719894034115,-0.045353134747740054,-0.3464946714287468,0.47444581179497003
0.33277335237636174,-0.5448048692202125,-0.7000652524363548,0.5116956406312579
0.5631624435173599,-0.00031164161151908676,-0.32406538798859563,0.6426449976360886
0.5093741519915034,-0.20028828164463597,-0.20736814919814084,1.0625877879518724
0.5914666195004706,0.3475620804051005,-0.4514984390197464,0.7913232674341275
0.5456182800900604,-0.2387125004053936,-0.35905380376763085,0.7570442576835259
0.46414251278286645,0.16344267292913672,-0.22508114965025194,1.0201926200691842
0.4375804925053982,0.15631045530371346,-0.8729479486797689,1.0726393827758223
0.42196428660835905,0.2062875895545726,-0.5112256535676101,0.8793529169024206
0.3037308809484428,-0.043354973311303446,-0.5861527486146871,0.5629305251032471
0.33664781131593857,0.13271908702834545,-0.1014455241775355,0.9176818913528212
0.31427960005314515,-0.5419007865683807,-0.7002472162089501,0.8979812659470778
0.5907407873208501,-0.46711458475481316,-0.5597766835387102,0.824625522425077
0.2129162143119249,0.04834177887189128,-0.49619029765456824,0.45270122840892724
0.3832924899531177,-0.20144016282692795,-0.5291977399576683,0.42998241445764573
0.2468833028456835,-0.06949434791322506,-0.5127755251838036,0.37967154264346825
0.26084235160974245,-0.2429565463463252,-0.1717590280302852,0.35932872396756715
0.29805823156127487,0.2715224172630252,-0.4066711274550527,0.7248245019531252
0.23829413463149596,0.1972214106061757,-0.7904203128430537,0.3595110058999943
0.564429632132844,-0.3321577892029952,-0.8470556410161476,0.296138878530934
0.27024341226346643,-0.21321053138517937,-0.8859005514521846,0.47204731767104535
0.6174349620170649,-0.16248004658698006,-0.807459756910844,0.6448126057175579
0.5116872960213096,0.04247868459284698,-0.29339928738694687,0.5465506727393619
0.5730277700691975,-0.3752951355882607,-0.27198933134950865,0.2851979437560585
0.42043072369404566,0.11747397094509149,-0.3157726546281394,0.9520000975111296
0.21479165866284955,0.048213795298326034,-0.30119547173598693,0.2850166088299314
0.34573083847457925,0.2990599436628366,-0.708823585890036,0.6484786433288137
0.32026025846302,0.04749246140822272,-0.8025198543217481,0.751483549709179
0.40370842181232036,-0.36895264921442705,-0.35465506251422363,0.4744607643898116
0.30771506994789355,0.04339944384861327,-0.3965805064377502,1.1496276370938991
0.18768678892253157,-0.4679628624216305,-0.2266165945284273,0.5073013466946057
0.5537530386520214,0.06417968855789258,-0.535428042994545,0.7044702569767503
0.40440336560292006,-0.057168883821124616,-0.6947191640998693,0.5586000622364877
0.1828938636172341,-0.14478974403146905,-0.7381386603240803,0.39377503513436024
0.5652741043869377,-0.42490790792604105,-0.6329947093919838,0.5950916793893133
0.3163139060932739,0.1731574869777014,-0.8175894834451806,0.7297229140582941
0.5045994573503392,-0.3310773089764587,-0.1691507953037894,0.5686718966409003
0.4870678770656628,0.06388535949786156,-0.5806760159297997,0.3272336360893979
0.5986945352606388,0.14279294846097124,-0.6713996057793123,0.8521429229641522
0.5466921059732033,0.34852777995944695,-0.31747514839542956,1.1322241181436266
0.18629178495970675,0.2081199371355198,-0.20073546992085411,0.7334245788901004
0.38218988743489124,-0.30228713215263814,-0.5424426826544462,1.1437204450138183
0.41027511775767067,-0.42533276002867265,-0.14737794101707224,0.9591057922490376
0.2780413345487712,-0.47488399389297187,-0.8327038559565634,0.2956137799435967
0.541987746551069,0.010436428123551278,-0.4948854774825388,0.8172341153886776
0.5097510626779053,0.08700733612045453,-0.13546755361018192,1.08679255919952
0.48629310094861,0.22553848324513603,-0.8842332205116806,0.3718229290164232
0.23845555260133172,0.10488030473067611,-0.2989828136502659,0.6992579963965677
0.28091546665442757,-0.05202326172609395,-0.1920882086181781,0.9368388155480367
0.3070554422597731,-0.28921410800661435,-0.19220069192889555,0.8694717629073645
0.4232092164594441,-0.22545441447107373,-0.43985954243216424,1.1381947079012813
0.18097001854918635,0.2247090471896126,-0.746684095953369,0.8687157366055078
0.18958706346279602,-0.2632972873864292,-0.8138023147213896,0.5146372265702537
0.5303377183950764,-0.5281481893289972,-0.5694547823604084,1.0154702254306194
0.6140583025205467,-0.4836710515720401,-0.6069076058163482,0.2636795723483413
0.4344864161011396,0.06484781176531274,-0.05750375808411745,0.6418754190546314
0.5648490054236119,0.13375664767743722,-0.5148715018072076,0.9410440834401562
0.5963735083643434,-0.4443516924368545,-0.7980389529918874,1.0975303685710474
0.19351815820065182,0.29426292302395574,-0.734875700875099,0.29768793338250393
0.5751331421329802,-0.39645906968995626,-0.3590507569813791,0.5280224902144631
0.576513618563645,0.11128785624633497,-0.8843692681937783,0.8768727781883614
0.3099729883400534,-0.43841375852006037,-0.6026517240047691,0.981364441480115
0.37341197826376976,-0.3522002096624195,-0.25624363582952203,1.1240818659948708
0.38440966907313834,-0.037987579473241384,-0.4386805404250176,0.8580580972224092
0.39961282672489234,-0.022648461799132602,-0.1506970005054601,0.4637780247768048
0.5222901749808684,-0.17785155290874616,-0.4564709913000707,1.17428142171998
0.18661779130947376,0.3496023763116116,-0.26892944130421104,1.0714221834558848
0.2302369363928889,-0.4667423080397345,-0.21353050856608147,0.34818188105821335
0.17344503763714475,-0.37720058517322846,-0.5334118974855973,0.5960494425365211
0.18559685292458744,0.18724809436496526,-0.854977541840132,0.7465175591771978
0.6107152806188496,-0.5041826731224475,-0.7955490327653769,1.163077726966669
0.3678527429992775,-0.5075433927003943,-0.6248101252598248,0.697493977404833
0.3640315083532232,-0.1440530088716065,-0.6912112619262273,0.8319658403257346
0.5665192293906595,0.22843396518792658,-0.18869843142089737,1.1184476872078617
0.2390082831690899,0.18886303732837506,-0.5309025249853591,0.27928845279115855
0.4082495254049255,-0.40175048178757067,-0.6800912794881059,0.9698010056984635
0.3496706053008374,0.02006067752213403,-0.7560013355883336,1.085007987467782
0.5805274985373255,-0.5226416847312081,-0.23751383003018767,0.37471720830205657
0.2665579194627711,-0.28720249477953236,-0.6670285784266693,0.32390598811560134
0.47082951699730924,-0.5136848605274743,-0.7930122806786263,0.46512460292042157
0.5702448742824454,-0.16573804404803388,-0.4298878669514456,0.6014033150954016
0.26082375664480606,-0.14931921144548443,-0.765950503792311,0.32309403736875303
0.22145169195821213,-0.23040885977642678,-0.5470005007332108,0.38397909184494733
0.5719846540138034,0.2572620314723739,-0.5720745059824548,0.5030293465091533
0.5829070561085222,-0.2383380945276899,-0.36084196239892874,0.6088716262865758
0.44855648012220584,-0.07322362115086212,-0.19712388044342877,0.9593419782905727
0.6033425701517557,0.15766796771711655,-0.8960664065501311,0.36671631912567826
0.21280011400296217,0.2616118587042575,-0.06260911675497594,0.3616410359464979
0.27521214098503644,0.04821044809566655,-0.5285689821500942,0.44933245499494845
0.3920474145217322,-0.4752716433785682,-0.25452127325038854,0.3239369660073498
0.40430125651406384,-0.43466200669889227,-0.6494286562342615,0.5354483398888085
0.2862592142318784,0.12339017517106077,-0.7639267330191715,0.6564632689516872
0.22078158889548016,0.025839927212513936,-0.762396338910246,0.7005453591911787
0.32346878619939656,0.2065698388715378,-0.2568124016770582,0.4785295922134569
0.34687944356719935,0.29417896805320864,-0.07651409230449047,1.1526741811826844
0.24901634924789348,0.0034483046846264243,-0.7030076172417208,0.9641377917736205
0.37303042313356155,-0.4646004309393698,-0.3259041616571935,0.6697909852448891
0.6008781750858824,0.00881495285492262,-0.707732647297592,1.0488027715765016
0.387516699625565,0.012940226702895186,-0.497512568507596,0.7824145073732567
0.2763054959784766,-0.28445912472504004,-0.5240049778684488,0.4687307266208035
0.6095681077329699,-0.18061779338558853,-0.858526027668293,1.097658460645138
0.3270353133224277,-0.4254418446325146,-0.7174276439442191,1.1174708808845657
0.5021597046472099,-0.18961730758090067,-0.2150865661510687,0.5306283885788632
0.3653863533715352,-0.1930410845123272,-0.5347168869808903,1.183919238542227
0.3533771696532282,-0.3934734990326413,-0.10835648745288107,0.8783201517083572
0.34760942025077535,0.09471142342899341,-0.33904446299299185,0.8225910873005873
0.4770020506342125,-0.4391136836531293,-0.7444304269383087,0.4720321655730798
0.5208706030351972,0.01456926138824266,-0.2909094600071309,0.25640684438882755
0.4616703220076507,0.07397302196014055,-0.15308052764495583,0.9314827703242259
0.2107692568019035,0.3308072601310388,-0.15279111822370617,0.4894351903806854
0.29934530241781504,-0.1717372522458232,-0.4791240767486937,0.995814874414595
0.4715449552597941,0.08500552854386834,-0.15627842545623982,1.032582687025271
0.21576448023387884,-0.19054653352855544,-0.8701236603171358,0.7528889189122047
0.2434696599996559,-0.2699365085236536,-0.2863299763915903,0.7826850485834747
0.46554312284821564,0.043569737982886325,-0.2863044558256803,0.7166271853052144
0.3512478155919516,0.2134929086384627,-0.6818275285179456,0.5213218838874678
0.4513730645021269,-0.36417470856465894,-0.6477747717208371,0.35900279434433724
0.21082847350305506,0.20948222227990354,-0.11272223750818278,0.940573225372533
0.39983248369239704,0.07930385664478512,-0.814821679351517,0.7562048198825913
0.19780480625787772,0.3354598726085397,-0.5631256880488531,1.0730555185644943
0.17974783320528293,0.12734461295352428,-0.1094883889095789,0.8915056040884948
0.27085537928203907,-0.5216351484134593,-0.6050763755305126,1.1666236921788657
0.35588118057785084,-0.3457421874027783,-0.7022823740342423,0.6446394316429638
0.6017442784194197,-0.16663132748828458,-0.09108815554749783,0.30157470386254454
0.3908023124500915,0.286108457374324,-0.05580687423567199,0.7261224857452122
0.5087689208115103,-0.501291870051356,-0.09533789303975437,0.7324181211276354
0.5753681786619026,0.16917168492071188,-0.12751777961774513,0.7868068457516325
0.18089054282904932,0.3073482234657329,-0.23645889651220542,1.0285088543416632
0.4854365772403436,-0.48860410133059384,-0.14640076226071297,0.5667721409634106
0.42282845948931713,0.05586744097266649,-0.605638501353128,0.2866302474847499
0.6075675037363829,-0.16137678197938526,-0.492031639078595,0.6095921677671963
0.4925957468675628,0.33307341881267327,-0.28320782441116166,0.8260826199037394
0.2892257644628847,0.2717603426064644,-0.7987963889138143,0.6178189446277803
0.45694310048859577,-0.43031855786420936,-0.6020873586761213,0.6008118892734392
0.45412911750652973,0.028991434987949205,-0.2995926729267796,0.6835801329966861
0.2842040233262824,-0.0850647411473186,-0.2941513571633838,0.29988590295967565
0.1968848375514473,-0.08142215544672654,-0.7841059653821774,1.153262644045947
0.38815488863473396,-0.10242222399284501,-0.5209681086070113,0.6006509724891977
0.4632456885126395,0.25460741001434417,-0.40992232692009045,0.7637937033310851
0.5818104074788026,-0.25401028727596753,-0.11825308975256976,0.6960438137976049
0.48967681608506763,-0.11142346602394049,-0.68469830267918,0.8722344865930776
0.462664751877234,-0.020524250842068548,-0.13255523598261598,0.8715346945791427
0.25290113417371246,-0.36351610591627426,-0.8215647128832027,0.9978117009600975
0.4358300713169595,0.16571331780902987,-0.8557805505477433,0.6262726756067614
0.61291154186036,0.10757315605259776,-0.39879369751047544,0.9183002896446507
0.561370188618898,0.27467009160151634,-0.37683766673072816,0.6001144311154912
0.3366587128628404,-0.25130689540280504,-0.8924996932624525,0.647545474088564
0.20542700016804274,0.20575060816888247,-0.7967107416183796,1.1631878973389278
0.4381108966623898,-0.34451723686405766,-0.08825526639853332,0.9681783030256199
0.3621758774763588,-0.11544394682891645,-0.41482858015235696,0.7333323760256718
0.40916315536683745,0.09287060700652228,-0.2469856102865594,0.4116345705466763
0.34800775349410507,0.31732385931903884,-0.8348216068113052,0.30872806220825005
0.49249730195745545,0.28794789280480526,-0.18301025406854088,0.9198537272784807
0.5878390296630963,0.20598481855393613,-0.7255320166392061,0.8028520653586907
0.4397806937359501,-0.5159592290157353,-0.12030504871733028,0.9999666784159491
0.3225584739005944,-0.22930456998666876,-0.5713267582331929,0.37207265404909473
0.20248416489290533,-0.09831279162635675,-0.08331677307963592,0.42284245050631053
0.24271068675349006,0.07836972522681718,-0.8700348615842888,0.811444408308861
0.20248555235046942,0.3351550034974484,-0.29791056670926996,0.37208355287062045
0.2034296838184638,0.1102612317440782,-0.6143405966102276,0.9646106712538866
0.5728868987092144,-0.10985886508661363,-0.5967358084416394,0.9726017450219426
0.4335301174536642,-0.3692536638436198,-0.4245416866540874,0.9529994859995807
0.2875017820922394,-0.02587662124537038,-0.48463642864704903,0.9104693361389207
0.25328110778143476,-0.15592969574576265,-0.45479428988198334,0.4376825495188133
0.2850487350581348,0.1885697781775837,-0.5636269629659103,0.5658307233902125
0.23205331747787622,-0.231501954750085,-0.6812239556076269,0.5095195855511556
0.45638610118236944,-0.2638575028891253,-0.6642492026859812,0.7948400869853733
0.3867461515279704,-0.08687778919988615,-0.3519625143377184,0.8463337218704414
0.4571048170861085,-0.3740204177824057,-0.158596148959664,1.1819488112195011
0.28670593439059777,0.16231631526751877,-0.28674824767527773,0.7218948840357728
0.16831169271243487,-0.23669903540696524,-0.38757476799676516,0.8915500545814239
0.20885616848821587,0.2122065126896424,-0.8334777708578349,0.5031481958204405
0.18086524211741925,-0.45200560360745806,-0.7707034653837855,0.43061834108562486
0.4708573080943571,-0.23392578008246573,-0.10972533141293384,0.27339570048413686
0.5775296681059541,-0.12730800434904882,-0.7527365894893896,0.91034083171572
0.30293869521295563,0.2736632235068903,-0.22200632444246404,0.4824368426577119
0.3823819086660958,-0.143964047565871,-0.26343636335098664,0.68507663574364
0.3627038539046183,-0.4289093495100902,-0.6116112300203747,0.8833436710824136
0.36725630732724374,0.04670106037520649,-0.37929486644628674,0.4567387490153386
0.39811093968216377,0.16867071853775695,-0.07468764473561063,0.7575199533030645
0.22295546422018886,-0.22213852012368385,-0.8083387306593144,0.2987857912555502
0.3625254882907968,-0.4722129481688326,-0.25535722155996454,0.8471805489245038
0.5717843829983067,-0.547940905250453,-0.21554013670504313,1.112015548992849
0.3335031136473954,-0.18018735230086347,-0.2609151705448366,0.34662337028358636
0.47669521578026597,-0.19631514780080273,-0.4312008417243118,1.0506659952634219
0.18158959673957498,0.016046256531011105,-0.5936090102367364,0.9926004950348024
0.5647366138431712,0.021153815285589794,-0.8154492890430725,1.056172078505073
0.572839892656374,-0.0029692688435090098,-0.32184612197355766,0.3653473679926601
0.3701466688326782,0.023372140527745944,-0.3997258726117362,0.8761305800150541
0.33232007356204496,0.23817767096397424,-0.47370529996175564,0.4841573790202597
0.45622108386124216,-0.5146215969617425,-0.20205148477419943,0.5859480245298803
0.1732476849103176,0.037162931993718784,-0.07411246495218926,0.5545472076771762
0.4337462286854368,-0.31356202370109776,-0.8232517563007864,0.6979498893788322
0.46233085407532504,0.11936334538967763,-0.1384281893859658,0.25645957709943956
0.39894157299861127,-0.2563529363434806,-0.7398702261894246,0.2615865811597034
0.4924277680833099,-0.38835030915348023,-0.42815713283036055,0.7199465219069392
0.4932701753834354,-0.4304657907662579,-0.16368651838806703,0.4519836982068792
0.25048778909503394,0.0030546577910980366,-0.4446170074624593,0.5105907335978064
0.21244671683497665,-0.3629688918889177,-0.3711341306047298,1.1653098814133156
0.48115807405665667,-0.2570276959532386,-0.382392589927366,1.0014422289872091
0.5030068303646348,-0.515753284277324,-0.40671896635786176,0.46802732002954567
0.6181957867810878,0.04177738692830102,-0.19687573785656687,0.8744593502382919
0.4109937224259005,-0.532097199320943,-0.7374392368368832,0.46009355188241313
0.40879933832424853,0.14047849085948838,-0.4405806536405229,0.9338124057989688
0.49293752016797754,0.09200988353816597,-0.46266025901532154,0.9361225218620972
0.594996569961616,-0.3024589461790834,-0.3202709282809133,0.6431929509068048
0.4715920194906902,-0.14143039439721106,-0.3231947599949947,0.9870717260966735
0.5523206524010053,0.08096564190566125,-0.4705382741480892,0.9453456269052642
0.24190693544782738,-0.2825503224156687,-0.3670161152197067,0.4140442480047088
0.4477818622629324,0.17320565520619136,-0.47556207296896896,1.143129820930927
0.3316984415171633,-0.18236990930243235,-0.6842762155298013,0.7705395984120272
0.4614347024203299,-0.02969440659184608,-0.41251455772072737,1.1813269761082021
0.21577383664134386,0.16298387969506611,-0.7562922804141934,0.6816395725941162
0.5990666461616876,0.03768126790563264,-0.23048179356820753,0.8161126183219242
0.4274222503795685,0.15823185234891957,-0.8467253886902423,0.3123012882212832
0.6037178920191825,0.2655811212001622,-0.8400601572303592,0.8671373854086156
0.60854426017406,-0.4067246051284864,-0.4471608635818405,0.6748377802208336
0.531127847528588,-0.1796444446806938,-0.45725661452392924,1.1172379107822759
0.2707014684617809,-0.04898877347450836,-0.8494595783975311,0.8389471868901885
0.1789063862946851,-0.17092266651881877,-0.778265810995341,1.0539345872353967
0.5852406685051792,-0.1949754178918972,-0.6992980048393689,0.7140327701476521
0.49974820754599825,0.1894422920375669,-0.4585315850818664,1.1068849639692588
0.2433105631065924,-0.00944326098167425,-0.8928580163117421,0.4975489395900632
0.3303087156932831,-0.22565845138288998,-0.34617618944146467,0.28890093939706063
0.28267346870199467,0.10921865397102593,-0.7461575905778689,0.45224450913471853
0.19915692781666286,0.25463981198090824,-0.870531012226899,0.40884034847229195
0.1884406154878946,0.3378729006853144,-0.7726639546365299,0.6180569329849757
